 0.00000000e+00 -1.92927289e-22  0.00000000e+00 -1.92927289e-22 
 1.00000000e-11 -1.92927279e-22  1.00000000e-11 -1.92927279e-22 
 2.00000000e-11 -1.92927269e-22  2.00000000e-11 -1.92927269e-22 
 4.00000000e-11 -1.92927250e-22  4.00000000e-11 -1.92927250e-22 
 8.00000000e-11 -1.92927212e-22  8.00000000e-11 -1.92927212e-22 
 1.60000000e-10 -1.92927134e-22  1.60000000e-10 -1.92927134e-22 
 3.20000000e-10 -1.92926980e-22  3.20000000e-10 -1.92926980e-22 
 6.40000000e-10  1.94428800e-03  6.40000000e-10  1.54192438e-07 
 9.80779904e-10  1.52860429e-02  9.80779904e-10  1.58600561e-06 
 1.00000000e-09  1.65984548e-02  1.00000000e-09  1.73504570e-06 
 1.03492264e-09  1.90464626e-02  1.03492264e-09  2.05809840e-06 
 1.10476792e-09  2.39203634e-02  1.10476792e-09  2.78594051e-06 
 1.24445849e-09  3.35372483e-02  1.24445849e-09  4.72301790e-06 
 1.52383961e-09  5.22644744e-02  1.52383961e-09  1.04352888e-05 
 2.08260187e-09  8.78197893e-02  2.08260187e-09  2.85601650e-05 
 3.20012637e-09  1.52213979e-01  3.20012637e-09  8.70608896e-05 
 5.20012637e-09  2.49307469e-01  5.20012637e-09  2.43963111e-04 
 7.20012637e-09  3.28142900e-01  7.20012637e-09  4.41832029e-04 
 9.20012637e-09  3.93446899e-01  9.20012637e-09  6.57056236e-04 
 1.12001264e-08  4.48430728e-01  1.12001264e-08  8.75054537e-04 
 1.32001264e-08  4.95353222e-01  1.32001264e-08  1.08707180e-03 
 1.52001264e-08  5.35858480e-01  1.52001264e-08  1.28812292e-03 
 1.72001264e-08  5.71171628e-01  1.72001264e-08  1.47565391e-03 
 1.92001264e-08  6.02224322e-01  1.92001264e-08  1.64865857e-03 
 2.12001264e-08  6.29737702e-01  2.12001264e-08  1.80709407e-03 
 2.32001264e-08  6.54278716e-01  2.32001264e-08  1.95149486e-03 
 2.52001264e-08  6.76299265e-01  2.52001264e-08  2.08271907e-03 
 2.72001264e-08  6.96164001e-01  2.72001264e-08  2.20178376e-03 
 2.92001264e-08  7.14170429e-01  2.92001264e-08  2.30975984e-03 
 3.12001264e-08  7.30563691e-01  3.12001264e-08  2.40770688e-03 
 3.32001264e-08  7.45547611e-01  3.32001264e-08  2.49663456e-03 
 3.52001264e-08  7.59293054e-01  3.52001264e-08  2.57748170e-03 
 3.72001264e-08  7.71944333e-01  3.72001264e-08  2.65110659e-03 
 3.92001264e-08  7.83624176e-01  3.92001264e-08  2.71828469e-03 
 4.12001264e-08  7.94437622e-01  4.12001264e-08  2.77971065e-03 
 4.32001264e-08  8.04475097e-01  4.32001264e-08  2.83600304e-03 
 4.52001264e-08  8.13814869e-01  4.52001264e-08  2.88771029e-03 
 4.72001264e-08  8.22525031e-01  4.72001264e-08  2.93531726e-03 
 4.92001264e-08  8.30665101e-01  4.92001264e-08  2.97925186e-03 
 5.10000000e-08  8.37545949e-01  5.10000000e-08  3.01595887e-03 
 5.11000000e-08  8.37544597e-01  5.11000000e-08  3.02434943e-03 
 5.13000000e-08  8.37501104e-01  5.13000000e-08  3.05399394e-03 
 5.17000000e-08  8.37332569e-01  5.17000000e-08  3.17991393e-03 
 5.20000000e-08  8.37206209e-01  5.20000000e-08  3.30501310e-03 
 5.20800000e-08  8.37172521e-01  5.20800000e-08  3.33836513e-03 
 5.22400000e-08  8.37105149e-01  5.22400000e-08  3.40506380e-03 
 5.25600000e-08  8.36970439e-01  5.25600000e-08  3.53842881e-03 
 5.32000000e-08  8.36701148e-01  5.32000000e-08  3.80502956e-03 
 5.44800000e-08  8.36163083e-01  5.44800000e-08  4.33771437e-03 
 5.64800000e-08  8.35323734e-01  5.64800000e-08  5.16865705e-03 
 5.84800000e-08  8.34486062e-01  5.84800000e-08  5.99792281e-03 
 6.04800000e-08  8.33650063e-01  6.04800000e-08  6.82551502e-03 
 6.24800000e-08  8.32815734e-01  6.24800000e-08  7.65143704e-03 
 6.44800000e-08  8.31983073e-01  6.44800000e-08  8.47569222e-03 
 6.64800000e-08  8.31152075e-01  6.64800000e-08  9.29828392e-03 
 6.84800000e-08  8.30322737e-01  6.84800000e-08  1.01192155e-02 
 7.04800000e-08  8.29495057e-01  7.04800000e-08  1.09384902e-02 
