 0.00000000e+00 -2.01939618e-13  0.00000000e+00 -2.01939618e-13 
 1.00000000e-11 -2.01939618e-13  1.00000000e-11 -2.01939618e-13 
 2.00000000e-11 -2.01939618e-13  2.00000000e-11 -2.01939618e-13 
 4.00000000e-11 -2.01939618e-13  4.00000000e-11 -2.01939618e-13 
 8.00000000e-11 -2.01939618e-13  8.00000000e-11 -2.01939618e-13 
 1.60000000e-10 -2.01939618e-13  1.60000000e-10 -2.01939618e-13 
 3.20000000e-10 -2.01939617e-13  3.20000000e-10 -2.01939617e-13 
 6.40000000e-10  1.94441289e-03  6.40000000e-10  3.08422494e-08 
 9.80768960e-10  1.52864942e-02  9.80768960e-10  3.17229004e-07 
 1.00000000e-09  1.65997515e-02  1.00000000e-09  3.47058174e-07 
 1.03492207e-09  1.90479821e-02  1.03492207e-09  4.11678521e-07 
 1.10476622e-09  2.39223954e-02  1.10476622e-09  5.57270034e-07 
 1.24445452e-09  3.35407002e-02  1.24445452e-09  9.44757810e-07 
 1.52383112e-09  5.22722766e-02  1.52383112e-09  2.08751079e-06 
 2.08258431e-09  8.78418367e-02  2.08258431e-09  5.71405008e-06 
 3.20009069e-09  1.52283366e-01  3.20009069e-09  1.74233326e-05 
 5.20009069e-09  2.49510759e-01  5.20009069e-09  4.88484019e-05 
 7.20009069e-09  3.28523838e-01  7.20009069e-09  8.85077191e-05 
 9.20009069e-09  3.94034516e-01  9.20009069e-09  1.31678463e-04 
 1.10000000e-08  4.44087326e-01  1.10000000e-08  1.71111283e-04 
 1.11000000e-08  4.45434149e-01  1.11000000e-08  1.73647005e-04 
 1.13000000e-08  4.46853308e-01  1.13000000e-08  1.79443798e-04 
 1.17000000e-08  4.46989044e-01  1.17000000e-08  1.94901819e-04 
 1.20000000e-08  4.46975639e-01  1.20000000e-08  2.08305240e-04 
 1.20800000e-08  4.46972064e-01  1.20800000e-08  2.11879321e-04 
 1.22400000e-08  4.46964915e-01  1.22400000e-08  2.19027370e-04 
 1.25600000e-08  4.46950618e-01  1.25600000e-08  2.33322780e-04 
 1.32000000e-08  4.46922027e-01  1.32000000e-08  2.61910855e-04 
 1.44800000e-08  4.46864856e-01  1.44800000e-08  3.19076028e-04 
 1.64800000e-08  4.46775555e-01  1.64800000e-08  4.08367317e-04 
 1.84800000e-08  4.46686289e-01  1.84800000e-08  4.97622892e-04 
 2.04800000e-08  4.46597059e-01  2.04800000e-08  5.86842767e-04 
 2.24800000e-08  4.46507865e-01  2.24800000e-08  6.76026959e-04 
 2.44800000e-08  4.46418707e-01  2.44800000e-08  7.65175479e-04 
 2.64800000e-08  4.46329584e-01  2.64800000e-08  8.54288343e-04 
 2.84800000e-08  4.46240497e-01  2.84800000e-08  9.43365566e-04 
 3.04800000e-08  4.46151446e-01  3.04800000e-08  1.03240716e-03 
 3.24800000e-08  4.46062430e-01  3.24800000e-08  1.12141314e-03 
 3.44800000e-08  4.45973450e-01  3.44800000e-08  1.21038352e-03 
 3.64800000e-08  4.45884505e-01  3.64800000e-08  1.29931832e-03 
 3.84800000e-08  4.45795596e-01  3.84800000e-08  1.38821755e-03 
 4.04800000e-08  4.45706722e-01  4.04800000e-08  1.47708121e-03 
 4.24800000e-08  4.45617884e-01  4.24800000e-08  1.56590934e-03 
 4.44800000e-08  4.45529082e-01  4.44800000e-08  1.65470194e-03 
 4.64800000e-08  4.45440315e-01  4.64800000e-08  1.74345903e-03 
 4.84800000e-08  4.45351583e-01  4.84800000e-08  1.83218061e-03 
 5.04800000e-08  4.45262888e-01  5.04800000e-08  1.92086671e-03 
 5.24800000e-08  4.45174227e-01  5.24800000e-08  2.00951734e-03 
 5.44800000e-08  4.45085602e-01  5.44800000e-08  2.09813251e-03 
 5.64800000e-08  4.44997012e-01  5.64800000e-08  2.18671224e-03 
 5.84800000e-08  4.44908458e-01  5.84800000e-08  2.27525654e-03 
 6.04800000e-08  4.44819939e-01  6.04800000e-08  2.36376542e-03 
 6.24800000e-08  4.44731456e-01  6.24800000e-08  2.45223891e-03 
 6.44800000e-08  4.44643008e-01  6.44800000e-08  2.54067701e-03 
 6.64800000e-08  4.44554596e-01  6.64800000e-08  2.62907973e-03 
 6.84800000e-08  4.44466218e-01  6.84800000e-08  2.71744710e-03 
 7.04800000e-08  4.44377876e-01  7.04800000e-08  2.80577912e-03 
 7.24800000e-08  4.44289570e-01  7.24800000e-08  2.89407582e-03 
 7.44800000e-08  4.44201299e-01  7.44800000e-08  2.98233720e-03 
 7.64800000e-08  4.44113063e-01  7.64800000e-08  3.07056327e-03 
 7.84800000e-08  4.44024862e-01  7.84800000e-08  3.15875406e-03 
 8.04800000e-08  4.43936697e-01  8.04800000e-08  3.24690958e-03 
 8.24800000e-08  4.43848567e-01  8.24800000e-08  3.33502984e-03 
 8.44800000e-08  4.43760472e-01  8.44800000e-08  3.42311485e-03 
 8.64800000e-08  4.43672412e-01  8.64800000e-08  3.51116463e-03 
 8.84800000e-08  4.43584388e-01  8.84800000e-08  3.59917920e-03 
 9.04800000e-08  4.43496398e-01  9.04800000e-08  3.68715856e-03 
 9.24800000e-08  4.43408444e-01  9.24800000e-08  3.77510273e-03 
 9.44800000e-08  4.43320526e-01  9.44800000e-08  3.86301173e-03 
 9.64800000e-08  4.43232642e-01  9.64800000e-08  3.95088557e-03 
 9.84800000e-08  4.43144793e-01  9.84800000e-08  4.03872426e-03 
 1.00480000e-07  4.43056980e-01  1.00480000e-07  4.12652782e-03 
 1.02480000e-07  4.42969202e-01  1.02480000e-07  4.21429626e-03 
 1.04480000e-07  4.42881458e-01  1.04480000e-07  4.30202960e-03 
 1.06480000e-07  4.42793750e-01  1.06480000e-07  4.38972784e-03 
 1.08480000e-07  4.42706077e-01  1.08480000e-07  4.47739101e-03 
 1.10480000e-07  4.42618439e-01  1.10480000e-07  4.56501912e-03 
 1.12480000e-07  4.42530836e-01  1.12480000e-07  4.65261218e-03 
 1.14480000e-07  4.42443268e-01  1.14480000e-07  4.74017021e-03 
 1.16480000e-07  4.42355736e-01  1.16480000e-07  4.82769321e-03 
 1.18480000e-07  4.42268238e-01  1.18480000e-07  4.91518121e-03 
 1.20480000e-07  4.42180775e-01  1.20480000e-07  5.00263422e-03 
 1.22480000e-07  4.42093347e-01  1.22480000e-07  5.09005225e-03 
 1.24480000e-07  4.42005954e-01  1.24480000e-07  5.17743531e-03 
 1.26480000e-07  4.41918596e-01  1.26480000e-07  5.26478343e-03 
 1.28480000e-07  4.41831273e-01  1.28480000e-07  5.35209661e-03 
 1.30480000e-07  4.41743985e-01  1.30480000e-07  5.43937486e-03 
 1.32480000e-07  4.41656732e-01  1.32480000e-07  5.52661821e-03 
 1.34480000e-07  4.41569513e-01  1.34480000e-07  5.61382666e-03 
 1.36480000e-07  4.41482330e-01  1.36480000e-07  5.70100024e-03 
 1.38480000e-07  4.41395181e-01  1.38480000e-07  5.78813894e-03 
 1.40480000e-07  4.41308068e-01  1.40480000e-07  5.87524280e-03 
 1.42480000e-07  4.41220989e-01  1.42480000e-07  5.96231181e-03 
 1.44480000e-07  4.41133945e-01  1.44480000e-07  6.04934601e-03 
 1.46480000e-07  4.41046936e-01  1.46480000e-07  6.13634539e-03 
 1.48480000e-07  4.40959961e-01  1.48480000e-07  6.22330997e-03 
 1.50480000e-07  4.40873021e-01  1.50480000e-07  6.31023977e-03 
 1.52480000e-07  4.40786117e-01  1.52480000e-07  6.39713480e-03 
 1.54480000e-07  4.40699246e-01  1.54480000e-07  6.48399508e-03 
 1.56480000e-07  4.40612411e-01  1.56480000e-07  6.57082062e-03 
 1.58480000e-07  4.40525610e-01  1.58480000e-07  6.65761143e-03 
 1.60480000e-07  4.40438844e-01  1.60480000e-07  6.74436752e-03 
 1.62480000e-07  4.40352113e-01  1.62480000e-07  6.83108892e-03 
 1.64480000e-07  4.40265417e-01  1.64480000e-07  6.91777563e-03 
 1.66480000e-07  4.40178755e-01  1.66480000e-07  7.00442767e-03 
 1.68480000e-07  4.40092127e-01  1.68480000e-07  7.09104505e-03 
