 5.00000000e-10  2.12965242e-01  5.00000000e-10  4.68472438e-01  5.00000000e-10  2.00000000e+00  5.00000000e-10  1.20000000e+00 
 5.42548540e-10  2.29513416e-01  5.42548540e-10  5.04873733e-01  5.42548540e-10  2.00000000e+00  5.42548540e-10  1.20000000e+00 
 6.27645619e-10  2.59901124e-01  6.27645619e-10  5.71716698e-01  6.27645619e-10  2.00000000e+00  6.27645619e-10  1.20000000e+00 
 7.97839777e-10  3.07704394e-01  7.97839777e-10  6.76860717e-01  7.97839777e-10  2.00000000e+00  7.97839777e-10  1.20000000e+00 
 1.13822809e-09  3.71661311e-01  1.13822809e-09  8.17510457e-01  1.13822809e-09  2.00000000e+00  1.13822809e-09  1.20000000e+00 
 1.81900473e-09  4.40345167e-01  1.81900473e-09  9.68482340e-01  1.81900473e-09  2.00000000e+00  1.81900473e-09  1.20000000e+00 
 2.63600705e-09  4.78899647e-01  2.63600705e-09  1.05312209e+00  2.63600705e-09  2.00000000e+00  2.63600705e-09  1.20000000e+00 
 3.98960042e-09  5.09868984e-01  3.98960042e-09  1.12093379e+00  3.98960042e-09  2.00000000e+00  3.98960042e-09  1.20000000e+00 
 5.90107780e-09  5.28628498e-01  5.90107780e-09  1.16172913e+00  5.90107780e-09  2.00000000e+00  5.90107780e-09  1.20000000e+00 
 9.52615250e-09  5.41716893e-01  9.52615250e-09  1.18959498e+00  9.52615250e-09  2.00000000e+00  9.52615250e-09  1.20000000e+00 
 1.49942359e-08  5.46415113e-01  1.49942359e-08  1.19850955e+00  1.49942359e-08  2.00000000e+00  1.49942359e-08  1.20000000e+00 
 2.55872226e-08  5.48317024e-01  2.55872226e-08  1.19993204e+00  2.55872226e-08  2.00000000e+00  2.55872226e-08  1.20000000e+00 
 4.36307154e-08  5.50303318e-01  4.36307154e-08  1.19960779e+00  4.36307154e-08  2.00000000e+00  4.36307154e-08  1.20000000e+00 
 5.00000000e-08  5.51096167e-01  5.00000000e-08  1.19969890e+00  5.00000000e-08  2.00000000e+00  5.00000000e-08  1.20000000e+00 
 5.36086986e-08  5.51522932e-01  5.36086986e-08  1.19970226e+00  5.36086986e-08  2.00000000e+00  5.36086986e-08  1.20000000e+00 
 6.08260957e-08  5.52374473e-01  6.08260957e-08  1.19970582e+00  6.08260957e-08  2.00000000e+00  6.08260957e-08  1.20000000e+00 
 7.52608899e-08  5.54071335e-01  7.52608899e-08  1.19970661e+00  7.52608899e-08  2.00000000e+00  7.52608899e-08  1.20000000e+00 
 1.04130478e-07  5.57451716e-01  1.04130478e-07  1.19970813e+00  1.04130478e-07  2.00000000e+00  1.04130478e-07  1.20000000e+00 
 1.54130478e-07  5.63264513e-01  1.54130478e-07  1.19971077e+00  1.54130478e-07  2.00000000e+00  1.54130478e-07  1.20000000e+00 
