 1.00000000e-11  0.00000000e+00 
 2.00000000e-11  0.00000000e+00 
 4.00000000e-11  0.00000000e+00 
 8.00000000e-11  0.00000000e+00 
 1.60000000e-10  0.00000000e+00 
 3.20000000e-10  0.00000000e+00 
 6.40000000e-10  0.00000000e+00 
 1.00000000e-09  0.00000000e+00 
 1.01000000e-09  0.00000000e+00 
 1.03000000e-09  0.00000000e+00 
 1.07000000e-09  1.85736127e-02 
 1.10000000e-09  7.70705177e-02 
 1.10795711e-09  9.98341911e-02 
 1.12387134e-09  1.43715884e-01 
 1.15569978e-09  2.22578744e-01 
 1.21935668e-09  3.52316467e-01 
 1.34667047e-09  5.37945931e-01 
 1.57129252e-09  7.35478635e-01 
 1.85773781e-09  8.73206409e-01 
 2.29263896e-09  9.86469065e-01 
 2.90903294e-09  1.06791998e+00 
 3.93909987e-09  1.13188151e+00 
 5.49373434e-09  1.17069206e+00 
 6.10000000e-09  1.17776262e+00 
 6.11000000e-09  1.17776262e+00 
 6.13000000e-09  1.17776261e+00 
 6.17000000e-09  1.17776261e+00 
 6.20000000e-09  1.17776261e+00 
 6.20800000e-09  1.17776261e+00 
 6.22400000e-09  1.17776261e+00 
 6.25600000e-09  1.17776261e+00 
 6.32000000e-09  1.17776260e+00 
 6.44800000e-09  1.17776260e+00 
 6.70400000e-09  1.17776258e+00 
 7.21600000e-09  1.17776256e+00 
 8.24000000e-09  1.17776250e+00 
 1.02880000e-08  1.17776240e+00 
 1.43840000e-08  1.17776218e+00 
 2.25760000e-08  1.17776175e+00 
 3.89600000e-08  1.17776089e+00 
 7.17280000e-08  1.17775916e+00 
 1.00000000e-07  1.17775767e+00 
 1.06553600e-07  1.17775732e+00 
 1.19660800e-07  1.17775663e+00 
 1.45875200e-07  1.17775525e+00 
 1.98304000e-07  1.17775249e+00 
 2.98304000e-07  1.17774722e+00 
 3.98304000e-07  1.17774196e+00 
 4.98304000e-07  1.17773669e+00 
 5.98304000e-07  1.17773142e+00 
 6.98304000e-07  1.17772615e+00 
 7.98304000e-07  1.17772089e+00 
 8.98304000e-07  1.17771562e+00 
 9.98304000e-07  1.17771035e+00 
 1.09830400e-06  1.17770508e+00 
 1.19830400e-06  1.17769981e+00 
 1.29830400e-06  1.17769455e+00 
 1.39830400e-06  1.17768928e+00 
 1.49830400e-06  1.17768401e+00 
 1.59830400e-06  1.17767874e+00 
 1.69830400e-06  1.17767348e+00 
 1.79830400e-06  1.17766821e+00 
 1.89830400e-06  1.17766294e+00 
 1.99830400e-06  1.17765768e+00 
 2.09830400e-06  1.17765241e+00 
 2.19830400e-06  1.17764714e+00 
 2.29830400e-06  1.17764187e+00 
 2.39830400e-06  1.17763661e+00 
 2.49830400e-06  1.17763134e+00 
 2.59830400e-06  1.17762607e+00 
 2.69830400e-06  1.17762080e+00 
 2.79830400e-06  1.17761554e+00 
 2.89830400e-06  1.17761027e+00 
 2.99830400e-06  1.17760500e+00 
 3.09830400e-06  1.17759974e+00 
 3.19830400e-06  1.17759447e+00 
 3.29830400e-06  1.17758920e+00 
 3.39830400e-06  1.17758393e+00 
 3.49830400e-06  1.17757867e+00 
 3.59830400e-06  1.17757340e+00 
